"layer_id","level_id","agg_id","policytc_id"
 1, 6, 18, 24
 1, 6, 19, 10
 1, 6, 20, 11
 1, 6, 21, 11
 1, 6, 22, 24
 1, 6, 23, 24
 1, 6, 24, 24
 1, 6, 25, 24
 1, 6, 26, 7
 1, 6, 27, 14
 1, 6, 28, 14
 1, 6, 29, 14
 1, 6, 30, 8
 1, 6, 31, 7
 1, 6, 32, 24
 1, 6, 33, 24
 1, 6, 34, 6
 1, 6, 35, 24
 1, 6, 36, 24
 1, 6, 37, 24
 1, 6, 38, 24
 1, 6, 39, 24
 1, 6, 40, 24
 1, 6, 41, 7
 1, 6, 42, 24
 1, 6, 43, 29
 1, 6, 44, 29
 1, 6, 45, 24
 1, 6, 46, 24
 1, 6, 47, 24
 1, 6, 48, 24
 1, 6, 49, 24
 1, 6, 50, 13
 2, 6, 50, 16
 1, 6, 51, 24
 1, 6, 52, 24
 1, 6, 53, 24
 1, 6, 54, 29
 1, 6, 55, 24
 1, 6, 56, 29
 1, 6, 57, 24
 1, 6, 58, 24
 1, 6, 59, 29
 1, 6, 60, 24
 1, 6, 61, 24
 1, 6, 62, 24
 1, 6, 63, 6
 1, 6, 64, 24
 1, 6, 65, 24
 1, 6, 66, 24
 1, 6, 67, 24
 1, 6, 68, 24
 1, 6, 69, 24
 1, 6, 70, 24
 1, 6, 71, 24
 1, 6, 72, 24
 1, 6, 73, 24
