"item_id", "agg_id", "prog_id", "level_id", "policytc_id", "layer_id", "calcrule_id", "allocrule_id","deductible", "limits", "share_prop_of_lim", "deductible_prop_of_loss", "limit_prop_of_loss", "deductible_prop_of_tiv", "limit_prop_of_tiv", "deductible_prop_of_limit"
49, 49, 1, 1, 44, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
49, 3, 1, 2, 84, 1, 1, 1, 30000.000000, 3000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
49, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
49, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
50, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
50, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
50, 3, 1, 2, 84, 1, 1, 1, 30000.000000, 3000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
50, 50, 1, 1, 45, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
51, 51, 1, 1, 46, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
51, 3, 1, 2, 84, 1, 1, 1, 30000.000000, 3000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
51, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
51, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
52, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
52, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
52, 3, 1, 2, 84, 1, 1, 1, 30000.000000, 3000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
52, 52, 1, 1, 47, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
53, 53, 1, 1, 48, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
53, 3, 1, 2, 84, 1, 1, 1, 30000.000000, 3000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
53, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
53, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
54, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
54, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
54, 3, 1, 2, 84, 1, 1, 1, 30000.000000, 3000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
54, 54, 1, 1, 49, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
55, 55, 1, 1, 50, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
55, 3, 1, 2, 84, 1, 1, 1, 30000.000000, 3000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
55, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
55, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
56, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
56, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
56, 3, 1, 2, 84, 1, 1, 1, 30000.000000, 3000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
56, 56, 1, 1, 51, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
57, 57, 1, 1, 52, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
57, 3, 1, 2, 84, 1, 1, 1, 30000.000000, 3000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
57, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
57, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
58, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
58, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
58, 3, 1, 2, 84, 1, 1, 1, 30000.000000, 3000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
58, 58, 1, 1, 53, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
59, 59, 1, 1, 54, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
59, 3, 1, 2, 84, 1, 1, 1, 30000.000000, 3000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
59, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
59, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
60, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
60, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
60, 3, 1, 2, 84, 1, 1, 1, 30000.000000, 3000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
60, 60, 1, 1, 55, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
61, 61, 1, 1, 56, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
61, 4, 1, 2, 85, 1, 1, 1, 40000.000000, 4000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
61, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
61, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
62, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
62, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
62, 4, 1, 2, 85, 1, 1, 1, 40000.000000, 4000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
62, 62, 1, 1, 57, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
63, 63, 1, 1, 58, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
63, 4, 1, 2, 85, 1, 1, 1, 40000.000000, 4000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
63, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
63, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
64, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
64, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
64, 4, 1, 2, 85, 1, 1, 1, 40000.000000, 4000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
64, 64, 1, 1, 59, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
65, 65, 1, 1, 60, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
65, 4, 1, 2, 85, 1, 1, 1, 40000.000000, 4000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
65, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
65, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
66, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
66, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
66, 4, 1, 2, 85, 1, 1, 1, 40000.000000, 4000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
66, 66, 1, 1, 61, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
67, 67, 1, 1, 62, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
67, 4, 1, 2, 85, 1, 1, 1, 40000.000000, 4000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
67, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
67, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
68, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
68, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
68, 4, 1, 2, 85, 1, 1, 1, 40000.000000, 4000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
68, 68, 1, 1, 63, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
69, 69, 1, 1, 64, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
69, 4, 1, 2, 85, 1, 1, 1, 40000.000000, 4000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
69, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
69, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
70, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
70, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
70, 4, 1, 2, 85, 1, 1, 1, 40000.000000, 4000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
70, 70, 1, 1, 65, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
71, 71, 1, 1, 66, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
71, 4, 1, 2, 85, 1, 1, 1, 40000.000000, 4000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
71, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
71, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
72, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
72, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
72, 4, 1, 2, 85, 1, 1, 1, 40000.000000, 4000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
72, 72, 1, 1, 67, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
73, 73, 1, 1, 68, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
73, 4, 1, 2, 85, 1, 1, 1, 40000.000000, 4000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
73, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
73, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
74, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
74, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
74, 4, 1, 2, 85, 1, 1, 1, 40000.000000, 4000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
74, 74, 1, 1, 69, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
75, 75, 1, 1, 70, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
75, 4, 1, 2, 85, 1, 1, 1, 40000.000000, 4000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
75, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
75, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
76, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
76, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
76, 4, 1, 2, 85, 1, 1, 1, 40000.000000, 4000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
76, 76, 1, 1, 71, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
77, 77, 1, 1, 72, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
77, 4, 1, 2, 85, 1, 1, 1, 40000.000000, 4000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
77, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
77, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
78, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
78, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
78, 4, 1, 2, 85, 1, 1, 1, 40000.000000, 4000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
78, 78, 1, 1, 73, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
79, 79, 1, 1, 74, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
79, 4, 1, 2, 85, 1, 1, 1, 40000.000000, 4000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
79, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
79, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
80, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
80, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
80, 4, 1, 2, 85, 1, 1, 1, 40000.000000, 4000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
80, 80, 1, 1, 75, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
81, 81, 1, 1, 76, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
81, 5, 1, 2, 86, 1, 1, 1, 50000.000000, 5000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
81, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
81, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
82, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
82, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
82, 5, 1, 2, 86, 1, 1, 1, 50000.000000, 5000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
82, 82, 1, 1, 77, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
83, 83, 1, 1, 78, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
83, 5, 1, 2, 86, 1, 1, 1, 50000.000000, 5000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
83, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
83, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
84, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
84, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
84, 5, 1, 2, 86, 1, 1, 1, 50000.000000, 5000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
84, 84, 1, 1, 79, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
85, 5, 1, 2, 86, 1, 1, 1, 50000.000000, 5000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
85, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
85, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
86, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
86, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
86, 5, 1, 2, 86, 1, 1, 1, 50000.000000, 5000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
86, 86, 1, 1, 80, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
87, 87, 1, 1, 81, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
87, 5, 1, 2, 86, 1, 1, 1, 50000.000000, 5000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
87, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
87, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
88, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
88, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
88, 5, 1, 2, 86, 1, 1, 1, 50000.000000, 5000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
89, 5, 1, 2, 86, 1, 1, 1, 50000.000000, 5000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
89, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
89, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
