Summary_id, event_id, mean, standard_deviation, exposure_value
13, 400263, 0.000000, 0.000000, 0.000000
14, 400263, 0.000000, 0.000000, 0.000000
15, 400263, 0.000000, 0.000000, 0.000000
16, 400263, 0.000000, 0.000000, 0.000000
17, 400263, 0.000000, 0.000000, 0.000000
18, 400263, 11243.974609, 20237.578125, 929730.000000
19, 400263, 217.381653, 657.616577, 7500.000000
20, 400263, 6114.384766, 26772.929688, 575000.000000
1, 500042, 5169.441406, 8392.684570, 62000.000000
2, 500042, 0.000000, 0.000000, 0.000000
3, 500042, 10474.686523, 11458.037109, 415543.937500
4, 500042, 2627.100342, 5421.016602, 138156.718750
5, 500042, 4748.313965, 11732.062500, 219837.000000
6, 500042, 1673.956543, 2967.978271, 26947.970703
7, 500042, 3166.656494, 5314.440918, 87186.000000
8, 500042, 2543.448975, 4245.960449, 36000.000000
9, 500042, 868.249695, 3805.476562, 180684.000000
10, 500042, 174.965149, 1015.416504, 171182.406250
11, 500042, 888.733826, 4232.733887, 137875.000000
12, 500042, 0.000000, 0.000000, 0.000000
13, 500042, 0.000000, 0.000000, 0.000000
14, 500042, 0.000000, 0.000000, 0.000000
15, 500042, 0.000000, 0.000000, 0.000000
16, 500042, 0.000000, 0.000000, 0.000000
17, 500042, 0.000000, 0.000000, 0.000000
18, 500042, 0.000000, 0.000000, 0.000000
19, 500042, 110.217484, 491.063904, 7500.000000
20, 500042, 3230.205322, 16653.322266, 575000.000000
1, 500057, 0.000000, 0.000000, 0.000000
2, 500057, 3243.843750, 7730.346191, 66020.000000
3, 500057, 0.000000, 0.000000, 0.000000
4, 500057, 0.000000, 0.000000, 0.000000
5, 500057, 0.000000, 0.000000, 0.000000
6, 500057, 0.000000, 0.000000, 0.000000
7, 500057, 0.000000, 0.000000, 0.000000
8, 500057, 0.000000, 0.000000, 0.000000
9, 500057, 0.000000, 0.000000, 0.000000
10, 500057, 0.000000, 0.000000, 0.000000
11, 500057, 0.000000, 0.000000, 0.000000
12, 500057, 11084.741211, 16458.146484, 349701.968750
13, 500057, 5419.441895, 6835.752930, 159591.421875
14, 500057, 3431.314941, 9117.103516, 236585.000000
15, 500057, 5382.613281, 15651.527344, 476871.031250
16, 500057, 8225.759766, 16571.617188, 352756.000000
17, 500057, 3111.769775, 6802.562988, 174428.609375
18, 500057, 1971.365356, 7397.669922, 929730.000000
19, 500057, 0.000000, 0.000000, 0.000000
20, 500057, 0.000000, 0.000000, 0.000000
1, 500097, 0.000000, 0.000000, 0.000000
2, 500097, 3759.500732, 7490.742676, 66020.000000
3, 500097, 0.000000, 0.000000, 0.000000
4, 500097, 0.000000, 0.000000, 0.000000
5, 500097, 0.000000, 0.000000, 0.000000
6, 500097, 0.000000, 0.000000, 0.000000
7, 500097, 0.000000, 0.000000, 0.000000
8, 500097, 0.000000, 0.000000, 0.000000
9, 500097, 10596.616211, 14439.805664, 180684.000000
10, 500097, 10279.719727, 12066.881836, 171182.406250
11, 500097, 6909.957031, 13425.450195, 137875.000000
12, 500097, 13081.535156, 15155.533203, 349701.968750
13, 500097, 8208.047852, 8401.952148, 159591.421875
14, 500097, 2997.301514, 9848.174805, 236585.000000
15, 500097, 4876.405762, 12533.375977, 476871.031250
16, 500097, 5535.210449, 15323.786133, 352756.000000
17, 500097, 4495.672852, 8504.205078, 174428.609375
18, 500097, 0.000000, 0.000000, 0.000000
19, 500097, 0.000000, 0.000000, 0.000000
20, 500097, 0.000000, 0.000000, 0.000000
1, 500121, 0.000000, 0.000000, 0.000000
2, 500121, 90.310371, 798.338562, 66020.000000
3, 500121, 0.000000, 0.000000, 0.000000
4, 500121, 0.000000, 0.000000, 0.000000
5, 500121, 0.000000, 0.000000, 0.000000
6, 500121, 0.000000, 0.000000, 0.000000
7, 500121, 0.000000, 0.000000, 0.000000
8, 500121, 0.000000, 0.000000, 0.000000
9, 500121, 0.000000, 0.000000, 0.000000
10, 500121, 0.000000, 0.000000, 0.000000
11, 500121, 0.000000, 0.000000, 0.000000
12, 500121, 1890.300171, 5125.877441, 349701.968750
13, 500121, 477.588135, 1832.448730, 159591.421875
14, 500121, 571.781433, 3945.706543, 236585.000000
15, 500121, 530.093750, 3810.249512, 476871.031250
16, 500121, 426.303894, 2621.273682, 352756.000000
17, 500121, 370.439209, 2052.549072, 174428.609375
18, 500121, 0.000000, 0.000000, 0.000000
19, 500121, 0.000000, 0.000000, 0.000000
20, 500121, 0.000000, 0.000000, 0.000000
1, 500153, 0.000000, 0.000000, 0.000000
2, 500153, 0.000000, 0.000000, 0.000000
3, 500153, 0.000000, 0.000000, 0.000000
4, 500153, 0.000000, 0.000000, 0.000000
5, 500153, 0.000000, 0.000000, 0.000000
6, 500153, 0.000000, 0.000000, 0.000000
7, 500153, 0.000000, 0.000000, 0.000000
8, 500153, 0.000000, 0.000000, 0.000000
9, 500153, 0.000000, 0.000000, 0.000000
10, 500153, 0.000000, 0.000000, 0.000000
11, 500153, 0.000000, 0.000000, 0.000000
12, 500153, 0.000000, 0.000000, 0.000000
13, 500153, 0.000000, 0.000000, 0.000000
14, 500153, 0.000000, 0.000000, 0.000000
15, 500153, 0.000000, 0.000000, 0.000000
16, 500153, 0.000000, 0.000000, 0.000000
17, 500153, 0.000000, 0.000000, 0.000000
18, 500153, 0.000000, 0.000000, 929730.000000
19, 500153, 0.000000, 0.000000, 0.000000
20, 500153, 0.000000, 0.000000, 0.000000
1, 500168, 0.000000, 0.000000, 0.000000
2, 500168, 0.000000, 0.000000, 0.000000
3, 500168, 0.000000, 0.000000, 0.000000
4, 500168, 0.000000, 0.000000, 0.000000
5, 500168, 0.000000, 0.000000, 0.000000
6, 500168, 0.000000, 0.000000, 0.000000
7, 500168, 0.000000, 0.000000, 0.000000
8, 500168, 0.000000, 0.000000, 0.000000
9, 500168, 0.000000, 0.000000, 0.000000
10, 500168, 0.000000, 0.000000, 0.000000
11, 500168, 0.000000, 0.000000, 0.000000
12, 500168, 0.000000, 0.000000, 0.000000
13, 500168, 0.000000, 0.000000, 0.000000
14, 500168, 0.000000, 0.000000, 0.000000
15, 500168, 0.000000, 0.000000, 0.000000
16, 500168, 0.000000, 0.000000, 0.000000
17, 500168, 0.000000, 0.000000, 0.000000
18, 500168, 0.000000, 0.000000, 0.000000
19, 500168, 107.593819, 449.377563, 7500.000000
20, 500168, 6919.645020, 34727.687500, 575000.000000
1, 500170, 0.000000, 0.000000, 0.000000
2, 500170, 0.000000, 0.000000, 0.000000
3, 500170, 0.000000, 0.000000, 0.000000
4, 500170, 0.000000, 0.000000, 0.000000
5, 500170, 0.000000, 0.000000, 0.000000
6, 500170, 0.000000, 0.000000, 0.000000
7, 500170, 0.000000, 0.000000, 0.000000
8, 500170, 0.000000, 0.000000, 0.000000
9, 500170, 0.000000, 0.000000, 0.000000
10, 500170, 0.000000, 0.000000, 0.000000
11, 500170, 0.000000, 0.000000, 0.000000
12, 500170, 0.000000, 0.000000, 0.000000
13, 500170, 0.000000, 0.000000, 0.000000
14, 500170, 0.000000, 0.000000, 0.000000
15, 500170, 0.000000, 0.000000, 0.000000
16, 500170, 0.000000, 0.000000, 0.000000
17, 500170, 0.000000, 0.000000, 0.000000
18, 500170, 5674.519531, 14973.431641, 929730.000000
19, 500170, 0.000000, 0.000000, 0.000000
20, 500170, 0.000000, 0.000000, 0.000000
1, 500171, 0.000000, 0.000000, 0.000000
2, 500171, 3236.066650, 6851.687988, 66020.000000
3, 500171, 0.000000, 0.000000, 0.000000
4, 500171, 0.000000, 0.000000, 0.000000
5, 500171, 0.000000, 0.000000, 0.000000
6, 500171, 0.000000, 0.000000, 0.000000
7, 500171, 0.000000, 0.000000, 0.000000
8, 500171, 0.000000, 0.000000, 0.000000
9, 500171, 0.000000, 0.000000, 0.000000
10, 500171, 0.000000, 0.000000, 0.000000
11, 500171, 0.000000, 0.000000, 0.000000
12, 500171, 12336.232422, 15607.063477, 349701.968750
13, 500171, 4888.937988, 7662.359375, 159591.421875
14, 500171, 2201.878174, 7957.173340, 236585.000000
15, 500171, 8529.461914, 16608.099609, 476871.031250
16, 500171, 10988.878906, 18203.697266, 352756.000000
17, 500171, 3723.849609, 7959.142090, 174428.609375
18, 500171, 27881.707031, 35034.355469, 929730.000000
19, 500171, 0.000000, 0.000000, 0.000000
20, 500171, 0.000000, 0.000000, 0.000000
1, 500219, 0.000000, 0.000000, 0.000000
2, 500219, 4977.695312, 10356.994141, 66020.000000
3, 500219, 0.000000, 0.000000, 0.000000
4, 500219, 0.000000, 0.000000, 0.000000
5, 500219, 0.000000, 0.000000, 0.000000
6, 500219, 0.000000, 0.000000, 0.000000
7, 500219, 0.000000, 0.000000, 0.000000
8, 500219, 0.000000, 0.000000, 0.000000
9, 500219, 0.000000, 0.000000, 0.000000
10, 500219, 0.000000, 0.000000, 0.000000
11, 500219, 0.000000, 0.000000, 0.000000
12, 500219, 15994.451172, 17826.125000, 349701.968750
13, 500219, 8559.276367, 9248.809570, 159591.421875
14, 500219, 7522.084473, 18088.644531, 236585.000000
15, 500219, 10254.297852, 20359.171875, 476871.031250
16, 500219, 9867.165039, 15602.744141, 352756.000000
17, 500219, 6188.213867, 10037.016602, 174428.609375
18, 500219, 29402.546875, 38005.378906, 929730.000000
19, 500219, 0.000000, 0.000000, 0.000000
20, 500219, 0.000000, 0.000000, 0.000000
1, 500228, 0.000000, 0.000000, 0.000000
2, 500228, 4964.312012, 8195.170898, 66020.000000
3, 500228, 0.000000, 0.000000, 0.000000
4, 500228, 0.000000, 0.000000, 0.000000
5, 500228, 0.000000, 0.000000, 0.000000
6, 500228, 0.000000, 0.000000, 0.000000
7, 500228, 0.000000, 0.000000, 0.000000
8, 500228, 0.000000, 0.000000, 0.000000
9, 500228, 0.000000, 0.000000, 0.000000
10, 500228, 0.000000, 0.000000, 0.000000
11, 500228, 0.000000, 0.000000, 0.000000
12, 500228, 15184.302734, 17115.908203, 349701.968750
13, 500228, 6973.697266, 8071.892578, 159591.421875
14, 500228, 3584.059326, 11573.504883, 236585.000000
15, 500228, 7223.284180, 16054.897461, 476871.031250
16, 500228, 7812.959473, 15424.088867, 352756.000000
17, 500228, 5066.902344, 8642.586914, 174428.609375
18, 500228, 1002.194824, 4574.623047, 929730.000000
19, 500228, 0.000000, 0.000000, 0.000000
20, 500228, 0.000000, 0.000000, 0.000000
1, 500232, 4171.456543, 7145.387695, 62000.000000
2, 500232, 0.000000, 0.000000, 0.000000
3, 500232, 16687.121094, 16550.548828, 415543.937500
4, 500232, 4915.155762, 7430.791504, 138156.718750
5, 500232, 7786.496094, 12940.858398, 219837.000000
6, 500232, 1093.819824, 2321.893799, 26947.970703
7, 500232, 2871.961914, 4327.804688, 87186.000000
8, 500232, 1488.367798, 3337.533447, 36000.000000
9, 500232, 0.000000, 0.000000, 0.000000
10, 500232, 0.000000, 0.000000, 0.000000
11, 500232, 0.000000, 0.000000, 0.000000
12, 500232, 0.000000, 0.000000, 0.000000
13, 500232, 0.000000, 0.000000, 0.000000
14, 500232, 0.000000, 0.000000, 0.000000
15, 500232, 0.000000, 0.000000, 0.000000
16, 500232, 0.000000, 0.000000, 0.000000
17, 500232, 0.000000, 0.000000, 0.000000
18, 500232, 0.000000, 0.000000, 0.000000
19, 500232, 229.657272, 747.406921, 7500.000000
20, 500232, 10380.295898, 44744.390625, 575000.000000
1, 500291, 0.000000, 0.000000, 0.000000
2, 500291, 4798.157715, 9165.185547, 66020.000000
3, 500291, 0.000000, 0.000000, 0.000000
4, 500291, 0.000000, 0.000000, 0.000000
5, 500291, 0.000000, 0.000000, 0.000000
6, 500291, 0.000000, 0.000000, 0.000000
7, 500291, 0.000000, 0.000000, 0.000000
8, 500291, 0.000000, 0.000000, 0.000000
9, 500291, 0.000000, 0.000000, 0.000000
10, 500291, 0.000000, 0.000000, 0.000000
11, 500291, 0.000000, 0.000000, 0.000000
12, 500291, 10434.191406, 16984.080078, 349701.968750
13, 500291, 5262.951172, 7294.549316, 159591.421875
14, 500291, 3522.080078, 12399.162109, 236585.000000
15, 500291, 11498.579102, 21009.763672, 476871.031250
16, 500291, 8371.690430, 15741.208008, 352756.000000
17, 500291, 4998.074219, 9315.861328, 174428.609375
18, 500291, 22401.167969, 30470.503906, 929730.000000
19, 500291, 0.000000, 0.000000, 0.000000
20, 500291, 0.000000, 0.000000, 0.000000
1, 500295, 0.000000, 0.000000, 0.000000
2, 500295, 0.000000, 0.000000, 0.000000
3, 500295, 0.000000, 0.000000, 0.000000
4, 500295, 0.000000, 0.000000, 0.000000
5, 500295, 0.000000, 0.000000, 0.000000
6, 500295, 0.000000, 0.000000, 0.000000
7, 500295, 0.000000, 0.000000, 0.000000
8, 500295, 0.000000, 0.000000, 0.000000
9, 500295, 0.000000, 0.000000, 0.000000
10, 500295, 0.000000, 0.000000, 0.000000
11, 500295, 0.000000, 0.000000, 0.000000
12, 500295, 0.000000, 0.000000, 0.000000
13, 500295, 0.000000, 0.000000, 0.000000
14, 500295, 0.000000, 0.000000, 0.000000
15, 500295, 0.000000, 0.000000, 0.000000
16, 500295, 0.000000, 0.000000, 0.000000
17, 500295, 0.000000, 0.000000, 0.000000
18, 500295, 1721.620972, 6152.862793, 929730.000000
19, 500295, 0.000000, 0.000000, 0.000000
20, 500295, 0.000000, 0.000000, 0.000000
1, 600024, 0.000000, 0.000000, 0.000000
2, 600024, 4397.228027, 9294.611328, 66020.000000
3, 600024, 0.000000, 0.000000, 0.000000
4, 600024, 0.000000, 0.000000, 0.000000
5, 600024, 0.000000, 0.000000, 0.000000
6, 600024, 0.000000, 0.000000, 0.000000
7, 600024, 0.000000, 0.000000, 0.000000
8, 600024, 0.000000, 0.000000, 0.000000
9, 600024, 0.000000, 0.000000, 0.000000
10, 600024, 0.000000, 0.000000, 0.000000
11, 600024, 0.000000, 0.000000, 0.000000
12, 600024, 10841.398438, 15301.583984, 349701.968750
13, 600024, 5288.173340, 8324.435547, 159591.421875
14, 600024, 2728.448730, 9444.454102, 236585.000000
15, 600024, 6438.734863, 16334.113281, 476871.031250
16, 600024, 9554.472656, 17489.716797, 352756.000000
17, 600024, 2826.121338, 6885.481934, 174428.609375
18, 600024, 2840.780518, 7997.480957, 929730.000000
19, 600024, 0.000000, 0.000000, 0.000000
20, 600024, 0.000000, 0.000000, 0.000000
1, 600044, 233.318344, 1490.405151, 62000.000000
2, 600044, 0.000000, 0.000000, 0.000000
3, 600044, 0.000000, 0.000000, 0.000000
4, 600044, 0.000000, 0.000000, 0.000000
5, 600044, 0.000000, 0.000000, 0.000000
6, 600044, 0.000000, 0.000000, 0.000000
7, 600044, 0.000000, 0.000000, 0.000000
8, 600044, 0.000000, 0.000000, 0.000000
9, 600044, 0.000000, 0.000000, 0.000000
10, 600044, 0.000000, 0.000000, 0.000000
11, 600044, 0.000000, 0.000000, 0.000000
12, 600044, 0.000000, 0.000000, 0.000000
13, 600044, 0.000000, 0.000000, 0.000000
14, 600044, 0.000000, 0.000000, 0.000000
15, 600044, 0.000000, 0.000000, 0.000000
16, 600044, 0.000000, 0.000000, 0.000000
17, 600044, 0.000000, 0.000000, 0.000000
18, 600044, 0.000000, 0.000000, 0.000000
19, 600044, 0.000000, 0.000000, 0.000000
20, 600044, 0.000000, 0.000000, 0.000000
1, 600063, 0.000000, 0.000000, 0.000000
2, 600063, 0.000000, 0.000000, 0.000000
3, 600063, 0.000000, 0.000000, 0.000000
4, 600063, 0.000000, 0.000000, 0.000000
5, 600063, 0.000000, 0.000000, 0.000000
6, 600063, 0.000000, 0.000000, 0.000000
7, 600063, 0.000000, 0.000000, 0.000000
8, 600063, 0.000000, 0.000000, 0.000000
9, 600063, 3276.022217, 7959.917480, 180684.000000
10, 600063, 3150.370361, 7297.621094, 171182.406250
11, 600063, 2124.062988, 7498.865234, 137875.000000
12, 600063, 0.000000, 0.000000, 0.000000
13, 600063, 0.000000, 0.000000, 0.000000
14, 600063, 0.000000, 0.000000, 0.000000
15, 600063, 0.000000, 0.000000, 0.000000
16, 600063, 0.000000, 0.000000, 0.000000
17, 600063, 0.000000, 0.000000, 0.000000
18, 600063, 0.000000, 0.000000, 0.000000
19, 600063, 0.000000, 0.000000, 0.000000
20, 600063, 0.000000, 0.000000, 0.000000
1, 600119, 0.000000, 0.000000, 0.000000
2, 600119, 2422.310059, 6444.246582, 66020.000000
3, 600119, 0.000000, 0.000000, 0.000000
4, 600119, 0.000000, 0.000000, 0.000000
5, 600119, 0.000000, 0.000000, 0.000000
6, 600119, 0.000000, 0.000000, 0.000000
7, 600119, 0.000000, 0.000000, 0.000000
8, 600119, 0.000000, 0.000000, 0.000000
9, 600119, 0.000000, 0.000000, 0.000000
10, 600119, 0.000000, 0.000000, 0.000000
11, 600119, 0.000000, 0.000000, 0.000000
12, 600119, 3990.542236, 9613.406250, 349701.968750
13, 600119, 2145.587891, 4399.848145, 159591.421875
14, 600119, 1144.157593, 6601.132812, 236585.000000
15, 600119, 3115.388428, 10929.447266, 476871.031250
16, 600119, 2652.225342, 8590.215820, 352756.000000
17, 600119, 1843.990356, 4926.204102, 174428.609375
18, 600119, 0.000000, 0.000000, 0.000000
19, 600119, 0.000000, 0.000000, 0.000000
20, 600119, 0.000000, 0.000000, 0.000000
1, 600138, 0.000000, 0.000000, 0.000000
2, 600138, 194.458649, 1369.933105, 66020.000000
3, 600138, 0.000000, 0.000000, 0.000000
4, 600138, 0.000000, 0.000000, 0.000000
5, 600138, 0.000000, 0.000000, 0.000000
6, 600138, 0.000000, 0.000000, 0.000000
7, 600138, 0.000000, 0.000000, 0.000000
8, 600138, 0.000000, 0.000000, 0.000000
9, 600138, 0.000000, 0.000000, 0.000000
10, 600138, 0.000000, 0.000000, 0.000000
11, 600138, 0.000000, 0.000000, 0.000000
12, 600138, 650.486694, 2650.308838, 349701.968750
13, 600138, 207.626938, 1059.701538, 159591.421875
14, 600138, 0.000000, 0.000000, 236585.000000
15, 600138, 0.000000, 0.000000, 476871.031250
16, 600138, 213.996979, 1458.476807, 352756.000000
17, 600138, 414.120239, 2214.358398, 174428.609375
18, 600138, 0.000000, 0.000000, 0.000000
19, 600138, 0.000000, 0.000000, 0.000000
20, 600138, 0.000000, 0.000000, 0.000000
1, 600148, 0.000000, 0.000000, 0.000000
2, 600148, 0.000000, 0.000000, 0.000000
3, 600148, 612.989197, 1801.054565, 415543.937500
4, 600148, 203.654602, 1065.223267, 138156.718750
5, 600148, 107.460739, 858.342896, 219837.000000
6, 600148, 0.000000, 0.000000, 0.000000
7, 600148, 0.000000, 0.000000, 0.000000
8, 600148, 0.000000, 0.000000, 0.000000
9, 600148, 0.000000, 0.000000, 0.000000
10, 600148, 0.000000, 0.000000, 0.000000
11, 600148, 0.000000, 0.000000, 0.000000
12, 600148, 0.000000, 0.000000, 0.000000
13, 600148, 0.000000, 0.000000, 0.000000
14, 600148, 0.000000, 0.000000, 0.000000
15, 600148, 0.000000, 0.000000, 0.000000
16, 600148, 0.000000, 0.000000, 0.000000
17, 600148, 0.000000, 0.000000, 0.000000
18, 600148, 0.000000, 0.000000, 0.000000
19, 600148, 5.756937, 57.569374, 7500.000000
20, 600148, 336.610077, 3366.100830, 575000.000000
1, 600168, 0.000000, 0.000000, 0.000000
2, 600168, 0.000000, 0.000000, 0.000000
3, 600168, 3962.162842, 6411.233887, 415543.937500
4, 600168, 1974.934326, 5092.348145, 138156.718750
5, 600168, 2180.794434, 7333.816406, 219837.000000
6, 600168, 83.264267, 542.439087, 26947.970703
7, 600168, 129.156067, 707.133850, 87186.000000
8, 600168, 237.390823, 956.694458, 36000.000000
9, 600168, 0.000000, 0.000000, 0.000000
10, 600168, 0.000000, 0.000000, 0.000000
11, 600168, 0.000000, 0.000000, 0.000000
12, 600168, 0.000000, 0.000000, 0.000000
13, 600168, 0.000000, 0.000000, 0.000000
14, 600168, 0.000000, 0.000000, 0.000000
15, 600168, 0.000000, 0.000000, 0.000000
16, 600168, 0.000000, 0.000000, 0.000000
17, 600168, 0.000000, 0.000000, 0.000000
18, 600168, 0.000000, 0.000000, 0.000000
19, 600168, 43.563709, 255.097870, 7500.000000
20, 600168, 5048.251465, 26738.646484, 575000.000000
1, 600198, 0.000000, 0.000000, 0.000000
2, 600198, 0.000000, 0.000000, 0.000000
3, 600198, 0.000000, 0.000000, 0.000000
4, 600198, 0.000000, 0.000000, 0.000000
5, 600198, 0.000000, 0.000000, 0.000000
6, 600198, 0.000000, 0.000000, 0.000000
7, 600198, 0.000000, 0.000000, 0.000000
8, 600198, 0.000000, 0.000000, 0.000000
9, 600198, 0.000000, 0.000000, 0.000000
10, 600198, 0.000000, 0.000000, 0.000000
11, 600198, 0.000000, 0.000000, 0.000000
12, 600198, 0.000000, 0.000000, 0.000000
13, 600198, 0.000000, 0.000000, 0.000000
14, 600198, 0.000000, 0.000000, 0.000000
15, 600198, 0.000000, 0.000000, 0.000000
16, 600198, 0.000000, 0.000000, 0.000000
17, 600198, 0.000000, 0.000000, 0.000000
18, 600198, 1719.954956, 7224.968262, 929730.000000
19, 600198, 0.000000, 0.000000, 0.000000
20, 600198, 0.000000, 0.000000, 0.000000
1, 600210, 0.000000, 0.000000, 0.000000
2, 600210, 0.000000, 0.000000, 0.000000
3, 600210, 15828.040039, 16258.716797, 415543.937500
4, 600210, 3687.125000, 7360.798340, 138156.718750
5, 600210, 7006.425781, 10813.622070, 219837.000000
6, 600210, 66.394012, 467.515442, 26947.970703
7, 600210, 0.000000, 0.000000, 87186.000000
8, 600210, 111.470245, 739.565979, 36000.000000
9, 600210, 0.000000, 0.000000, 0.000000
10, 600210, 0.000000, 0.000000, 0.000000
11, 600210, 0.000000, 0.000000, 0.000000
12, 600210, 0.000000, 0.000000, 0.000000
13, 600210, 0.000000, 0.000000, 0.000000
14, 600210, 0.000000, 0.000000, 0.000000
15, 600210, 0.000000, 0.000000, 0.000000
16, 600210, 0.000000, 0.000000, 0.000000
17, 600210, 0.000000, 0.000000, 0.000000
18, 600210, 0.000000, 0.000000, 0.000000
19, 600210, 176.926147, 608.814026, 7500.000000
20, 600210, 5619.959961, 26165.130859, 575000.000000
1, 600225, 3723.533447, 6449.463867, 62000.000000
2, 600225, 3801.671631, 9035.485352, 66020.000000
3, 600225, 17279.822266, 14665.751953, 415543.937500
4, 600225, 6997.008789, 9935.927734, 138156.718750
5, 600225, 7254.223633, 12697.784180, 219837.000000
6, 600225, 1389.926147, 2630.530518, 26947.970703
7, 600225, 3213.441162, 5163.734375, 87186.000000
8, 600225, 2098.137695, 3823.624268, 36000.000000
9, 600225, 0.000000, 0.000000, 0.000000
10, 600225, 0.000000, 0.000000, 0.000000
11, 600225, 0.000000, 0.000000, 0.000000
12, 600225, 11707.120117, 15737.514648, 349701.968750
13, 600225, 4077.264893, 6691.615723, 159591.421875
14, 600225, 2660.460938, 8893.985352, 236585.000000
15, 600225, 4238.752441, 11900.698242, 476871.031250
16, 600225, 8164.333008, 17093.500000, 352756.000000
17, 600225, 2642.534912, 6047.687988, 174428.609375
18, 600225, 17531.464844, 23819.117188, 929730.000000
19, 600225, 227.230652, 786.372681, 7500.000000
20, 600225, 12058.950195, 50938.050781, 575000.000000
1, 600241, 0.000000, 0.000000, 0.000000
2, 600241, 0.000000, 0.000000, 0.000000
3, 600241, 0.000000, 0.000000, 0.000000
4, 600241, 0.000000, 0.000000, 0.000000
5, 600241, 0.000000, 0.000000, 0.000000
6, 600241, 0.000000, 0.000000, 0.000000
7, 600241, 0.000000, 0.000000, 0.000000
8, 600241, 0.000000, 0.000000, 0.000000
9, 600241, 0.000000, 0.000000, 0.000000
10, 600241, 0.000000, 0.000000, 0.000000
11, 600241, 0.000000, 0.000000, 0.000000
12, 600241, 0.000000, 0.000000, 0.000000
13, 600241, 0.000000, 0.000000, 0.000000
14, 600241, 0.000000, 0.000000, 0.000000
15, 600241, 0.000000, 0.000000, 0.000000
16, 600241, 0.000000, 0.000000, 0.000000
17, 600241, 0.000000, 0.000000, 0.000000
18, 600241, 19549.783203, 30293.873047, 929730.000000
19, 600241, 0.000000, 0.000000, 0.000000
20, 600241, 0.000000, 0.000000, 0.000000
1, 600246, 0.000000, 0.000000, 0.000000
2, 600246, 0.000000, 0.000000, 0.000000
3, 600246, 0.000000, 0.000000, 0.000000
4, 600246, 0.000000, 0.000000, 0.000000
5, 600246, 0.000000, 0.000000, 0.000000
6, 600246, 0.000000, 0.000000, 0.000000
7, 600246, 0.000000, 0.000000, 0.000000
8, 600246, 0.000000, 0.000000, 0.000000
9, 600246, 8759.799805, 12972.187500, 180684.000000
10, 600246, 8269.170898, 11097.739258, 171182.406250
11, 600246, 11004.669922, 16217.416016, 137875.000000
12, 600246, 0.000000, 0.000000, 0.000000
13, 600246, 0.000000, 0.000000, 0.000000
14, 600246, 0.000000, 0.000000, 0.000000
15, 600246, 0.000000, 0.000000, 0.000000
16, 600246, 0.000000, 0.000000, 0.000000
17, 600246, 0.000000, 0.000000, 0.000000
18, 600246, 0.000000, 0.000000, 0.000000
19, 600246, 0.000000, 0.000000, 0.000000
20, 600246, 0.000000, 0.000000, 0.000000
1, 600279, 5328.341797, 7505.088379, 62000.000000
2, 600279, 0.000000, 0.000000, 66020.000000
3, 600279, 20190.660156, 16023.953125, 415543.937500
4, 600279, 5089.002930, 7815.020508, 138156.718750
5, 600279, 12125.275391, 16204.946289, 219837.000000
6, 600279, 1954.652466, 3252.088623, 26947.970703
7, 600279, 3782.184082, 5373.438477, 87186.000000
8, 600279, 2040.615601, 4007.569580, 36000.000000
9, 600279, 0.000000, 0.000000, 0.000000
10, 600279, 0.000000, 0.000000, 0.000000
11, 600279, 0.000000, 0.000000, 0.000000
12, 600279, 74.485115, 626.798767, 349701.968750
13, 600279, 63.377041, 447.493500, 159591.421875
14, 600279, 0.000000, 0.000000, 0.000000
15, 600279, 0.000000, 0.000000, 0.000000
16, 600279, 0.000000, 0.000000, 0.000000
17, 600279, 0.000000, 0.000000, 0.000000
18, 600279, 10495.152344, 20160.820312, 929730.000000
19, 600279, 184.037689, 636.251770, 7500.000000
20, 600279, 10404.406250, 44212.972656, 575000.000000
1, 600299, 0.000000, 0.000000, 0.000000
2, 600299, 0.000000, 0.000000, 0.000000
3, 600299, 0.000000, 0.000000, 0.000000
4, 600299, 0.000000, 0.000000, 0.000000
5, 600299, 0.000000, 0.000000, 0.000000
6, 600299, 0.000000, 0.000000, 0.000000
7, 600299, 0.000000, 0.000000, 0.000000
8, 600299, 0.000000, 0.000000, 0.000000
9, 600299, 0.000000, 0.000000, 0.000000
10, 600299, 0.000000, 0.000000, 0.000000
11, 600299, 0.000000, 0.000000, 0.000000
12, 600299, 0.000000, 0.000000, 0.000000
13, 600299, 0.000000, 0.000000, 0.000000
14, 600299, 0.000000, 0.000000, 0.000000
15, 600299, 0.000000, 0.000000, 0.000000
16, 600299, 0.000000, 0.000000, 0.000000
17, 600299, 0.000000, 0.000000, 0.000000
18, 600299, 0.000000, 0.000000, 929730.000000
19, 600299, 0.000000, 0.000000, 0.000000
20, 600299, 0.000000, 0.000000, 0.000000
1, 700055, 0.000000, 0.000000, 0.000000
2, 700055, 0.000000, 0.000000, 0.000000
3, 700055, 0.000000, 0.000000, 0.000000
4, 700055, 0.000000, 0.000000, 0.000000
5, 700055, 0.000000, 0.000000, 0.000000
6, 700055, 0.000000, 0.000000, 0.000000
7, 700055, 0.000000, 0.000000, 0.000000
8, 700055, 0.000000, 0.000000, 0.000000
9, 700055, 0.000000, 0.000000, 0.000000
10, 700055, 0.000000, 0.000000, 0.000000
11, 700055, 0.000000, 0.000000, 0.000000
12, 700055, 0.000000, 0.000000, 0.000000
13, 700055, 0.000000, 0.000000, 0.000000
14, 700055, 0.000000, 0.000000, 0.000000
15, 700055, 0.000000, 0.000000, 0.000000
