summary_id,  period_no, event_id, mean, standard_deviation, exposure_value, occ_year, occ_month, occ_day
2, 2741 ,2000250, 2804.44, 5950.12, 432813.56, 2741, 1, 1
1, 635 ,2000310, 363.08, 2091.96, 338498.16, 635, 1, 1
2, 635 ,2000310, 858.04, 3788.34, 565913.56, 635, 1, 1
1, 627 ,2000311, 1390.74, 2736.03, 390537.66, 627, 1, 1
2, 627 ,2000311, 3213.03, 5047.96, 652646.06, 627, 1, 1
1, 9625 ,2100013, 253.14, 2410.93, 189740.66, 9625, 1, 1
2, 9625 ,2100013, 456.90, 4203.38, 317984.41, 9625, 1, 1
1, 9237 ,2100028, 6807.72, 6371.62, 556532.62, 9237, 1, 1
2, 9237 ,2100028, 12945.75, 10790.13, 929304.38, 9237, 1, 1
1, 5725 ,2100123, 12.98, 129.82, 64386.21, 5725, 1, 1
2, 5725 ,2100123, 58.09, 411.95, 109060.34, 5725, 1, 1
1, 5646 ,2100126, 6900.20, 8376.22, 622545.88, 5646, 1, 1
2, 5646 ,2100126, 13014.10, 14166.11, 1039326.44, 5646, 1, 1
1, 4205 ,2100176, 2765.68, 4335.36, 390537.66, 4205, 1, 1
2, 4205 ,2100176, 5647.81, 7713.99, 652646.06, 4205, 1, 1
1, 3381 ,2100197, 7512.97, 8388.84, 622545.88, 3381, 1, 1
2, 3381 ,2100197, 14161.85, 14085.73, 1039326.44, 3381, 1, 1
1, 2984 ,2100210, 5905.08, 6258.98, 622545.88, 2984, 1, 1
2, 2984 ,2100210, 11424.73, 10600.28, 1039326.44, 2984, 1, 1
2, 2692 ,2100220, 0.91, 9.13, 12237.50, 2692, 1, 1
1, 2617 ,2100223, 954.14, 1787.63, 64386.21, 2617, 1, 1
2, 2617 ,2100223, 2430.82, 3536.23, 109060.34, 2617, 1, 1
1, 1650 ,2100258, 15.68, 112.61, 221508.27, 1650, 1, 1
2, 1650 ,2100258, 87.83, 456.84, 370930.44, 1650, 1, 1
1, 457 ,2100295, 4069.94, 4232.68, 503418.31, 457, 1, 1
2, 457 ,2100295, 8181.16, 7418.15, 840780.50, 457, 1, 1
