summary_id,  period_no, event_id, mean, standard_deviation, exposure_value, occ_year, occ_month, occ_day
9, 7912 ,300062, 5216.95, 8806.72, 180684.00, 7912, 1, 1
10, 7912 ,300062, 2081.45, 5537.73, 171182.41, 7912, 1, 1
11, 7912 ,300062, 2975.24, 9451.72, 137875.00, 7912, 1, 1
19, 7912 ,300062, 162.60, 582.93, 7500.00, 7912, 1, 1
20, 7912 ,300062, 2171.80, 16243.93, 575000.00, 7912, 1, 1
2, 4559 ,300170, 2966.33, 7172.81, 66020.00, 4559, 1, 1
12, 4559 ,300170, 13217.04, 16198.51, 349701.97, 4559, 1, 1
13, 4559 ,300170, 6755.91, 8584.85, 159591.42, 4559, 1, 1
14, 4559 ,300170, 2173.68, 9902.40, 236585.00, 4559, 1, 1
15, 4559 ,300170, 6409.31, 16944.47, 476871.03, 4559, 1, 1
16, 4559 ,300170, 9635.89, 17342.54, 352756.00, 4559, 1, 1
17, 4559 ,300170, 4751.37, 9586.64, 174428.61, 4559, 1, 1
18, 4559 ,300170, 12839.17, 23212.91, 929730.00, 4559, 1, 1
9, 4072 ,300185, 1371.84, 4266.19, 180684.00, 4072, 1, 1
10, 4072 ,300185, 806.41, 3191.24, 171182.41, 4072, 1, 1
11, 4072 ,300185, 1005.91, 4931.68, 137875.00, 4072, 1, 1
18, 4019 ,300187, 432.94, 2616.90, 929730.00, 4019, 1, 1
1, 2919 ,300222, 3685.74, 6751.31, 62000.00, 2919, 1, 1
3, 2919 ,300222, 16077.50, 13911.52, 415543.94, 2919, 1, 1
4, 2919 ,300222, 6774.46, 10433.44, 138156.72, 2919, 1, 1
5, 2919 ,300222, 9165.89, 14744.72, 219837.00, 2919, 1, 1
6, 2919 ,300222, 1588.55, 2810.44, 26947.97, 2919, 1, 1
7, 2919 ,300222, 3502.88, 4821.20, 87186.00, 2919, 1, 1
8, 2919 ,300222, 2249.09, 4539.32, 36000.00, 2919, 1, 1
19, 2919 ,300222, 228.75, 745.88, 7500.00, 2919, 1, 1
20, 2919 ,300222, 3282.17, 15475.44, 575000.00, 2919, 1, 1
6, 2680 ,300229, 15.23, 152.29, 26947.97, 2680, 1, 1
7, 2680 ,300229, 45.36, 320.78, 87186.00, 2680, 1, 1
8, 2680 ,300229, 207.75, 1221.56, 36000.00, 2680, 1, 1
9, 2680 ,300229, 13490.53, 15139.40, 180684.00, 2680, 1, 1
10, 2680 ,300229, 13314.15, 14227.30, 171182.41, 2680, 1, 1
11, 2680 ,300229, 7441.67, 14422.50, 137875.00, 2680, 1, 1
2, 2016 ,300258, 3809.61, 8337.85, 66020.00, 2016, 1, 1
3, 2016 ,300258, 7166.33, 9219.49, 415543.94, 2016, 1, 1
4, 2016 ,300258, 3281.01, 6036.12, 138156.72, 2016, 1, 1
5, 2016 ,300258, 2248.31, 5850.92, 219837.00, 2016, 1, 1
12, 2016 ,300258, 9662.05, 14730.83, 349701.97, 2016, 1, 1
13, 2016 ,300258, 5706.20, 7166.25, 159591.42, 2016, 1, 1
14, 2016 ,300258, 1496.39, 6233.24, 236585.00, 2016, 1, 1
15, 2016 ,300258, 4882.25, 13464.35, 476871.03, 2016, 1, 1
16, 2016 ,300258, 6052.19, 13875.61, 352756.00, 2016, 1, 1
17, 2016 ,300258, 3067.72, 6467.79, 174428.61, 2016, 1, 1
18, 2016 ,300258, 25076.61, 34057.07, 929730.00, 2016, 1, 1
18, 914 ,300300, 10534.79, 22918.93, 929730.00, 914, 1, 1
2, 363 ,300321, 1922.79, 5487.62, 66020.00, 363, 1, 1
12, 363 ,300321, 7241.58, 13443.67, 349701.97, 363, 1, 1
13, 363 ,300321, 2187.69, 4779.88, 159591.42, 363, 1, 1
14, 363 ,300321, 329.41, 2603.03, 236585.00, 363, 1, 1
15, 363 ,300321, 4010.39, 11523.16, 476871.03, 363, 1, 1
16, 363 ,300321, 4861.79, 12641.79, 352756.00, 363, 1, 1
17, 363 ,300321, 2193.05, 5902.60, 174428.61, 363, 1, 1
18, 363 ,300321, 2411.67, 7965.04, 929730.00, 363, 1, 1
1, 67 ,300329, 5558.91, 8449.74, 62000.00, 67, 1, 1
2, 67 ,300329, 63.32, 459.76, 66020.00, 67, 1, 1
3, 67 ,300329, 17767.02, 14779.60, 415543.94, 67, 1, 1
4, 67 ,300329, 5162.40, 8411.17, 138156.72, 67, 1, 1
5, 67 ,300329, 6776.52, 13098.83, 219837.00, 67, 1, 1
6, 67 ,300329, 2326.14, 3687.38, 26947.97, 67, 1, 1
7, 67 ,300329, 3768.05, 4826.57, 87186.00, 67, 1, 1
8, 67 ,300329, 2230.98, 4184.73, 36000.00, 67, 1, 1
12, 67 ,300329, 875.83, 3468.75, 349701.97, 67, 1, 1
13, 67 ,300329, 247.15, 1087.14, 159591.42, 67, 1, 1
14, 67 ,300329, 7.79, 77.87, 236585.00, 67, 1, 1
15, 67 ,300329, 353.21, 2021.92, 476871.03, 67, 1, 1
16, 67 ,300329, 218.25, 1269.11, 352756.00, 67, 1, 1
17, 67 ,300329, 178.86, 1042.44, 174428.61, 67, 1, 1
18, 67 ,300329, 373.66, 2118.23, 929730.00, 67, 1, 1
19, 67 ,300329, 169.94, 635.31, 7500.00, 67, 1, 1
20, 67 ,300329, 6421.64, 23865.57, 575000.00, 67, 1, 1
2, 9493 ,400017, 3581.97, 7931.02, 66020.00, 9493, 1, 1
3, 9493 ,400017, 7862.53, 11302.33, 415543.94, 9493, 1, 1
4, 9493 ,400017, 2180.51, 5513.33, 138156.72, 9493, 1, 1
5, 9493 ,400017, 5133.43, 10119.59, 219837.00, 9493, 1, 1
12, 9493 ,400017, 10207.51, 15970.10, 349701.97, 9493, 1, 1
13, 9493 ,400017, 7377.57, 8951.06, 159591.42, 9493, 1, 1
14, 9493 ,400017, 3213.80, 9558.06, 236585.00, 9493, 1, 1
15, 9493 ,400017, 4373.16, 11308.05, 476871.03, 9493, 1, 1
16, 9493 ,400017, 8086.50, 16148.40, 352756.00, 9493, 1, 1
17, 9493 ,400017, 4601.40, 9017.19, 174428.61, 9493, 1, 1
18, 9493 ,400017, 21096.19, 32725.61, 929730.00, 9493, 1, 1
19, 9493 ,400017, 166.29, 620.50, 7500.00, 9493, 1, 1
20, 9493 ,400017, 6033.18, 33228.02, 575000.00, 9493, 1, 1
1, 9480 ,400021, 6287.20, 9902.90, 62000.00, 9480, 1, 1
2, 9480 ,400021, 4129.55, 9671.71, 66020.00, 9480, 1, 1
3, 9480 ,400021, 15027.93, 15393.27, 415543.94, 9480, 1, 1
4, 9480 ,400021, 6749.96, 9279.71, 138156.72, 9480, 1, 1
5, 9480 ,400021, 11012.74, 15525.78, 219837.00, 9480, 1, 1
6, 9480 ,400021, 2026.55, 3643.46, 26947.97, 9480, 1, 1
7, 9480 ,400021, 4351.98, 5562.23, 87186.00, 9480, 1, 1
8, 9480 ,400021, 2644.40, 4760.86, 36000.00, 9480, 1, 1
9, 9480 ,400021, 13408.43, 15442.24, 180684.00, 9480, 1, 1
10, 9480 ,400021, 14497.18, 16010.50, 171182.41, 9480, 1, 1
11, 9480 ,400021, 11454.46, 19057.48, 137875.00, 9480, 1, 1
12, 9480 ,400021, 15521.25, 17577.93, 349701.97, 9480, 1, 1
13, 9480 ,400021, 7482.08, 9892.95, 159591.42, 9480, 1, 1
14, 9480 ,400021, 6039.87, 15718.66, 236585.00, 9480, 1, 1
15, 9480 ,400021, 10568.47, 21533.71, 476871.03, 9480, 1, 1
16, 9480 ,400021, 13165.19, 19817.74, 352756.00, 9480, 1, 1
17, 9480 ,400021, 6006.33, 10129.03, 174428.61, 9480, 1, 1
18, 9480 ,400021, 22073.70, 30454.77, 929730.00, 9480, 1, 1
19, 9480 ,400021, 218.03, 759.30, 7500.00, 9480, 1, 1
20, 9480 ,400021, 9372.12, 38795.54, 575000.00, 9480, 1, 1
1, 7990 ,400070, 4722.71, 8285.03, 62000.00, 7990, 1, 1
3, 7990 ,400070, 14870.34, 13929.05, 415543.94, 7990, 1, 1
4, 7990 ,400070, 7355.13, 9794.77, 138156.72, 7990, 1, 1
5, 7990 ,400070, 6883.62, 13619.14, 219837.00, 7990, 1, 1
6, 7990 ,400070, 1568.91, 3124.33, 26947.97, 7990, 1, 1
7, 7990 ,400070, 4265.16, 5627.49, 87186.00, 7990, 1, 1
8, 7990 ,400070, 1903.84, 3785.04, 36000.00, 7990, 1, 1
9, 7990 ,400070, 6324.40, 9457.27, 180684.00, 7990, 1, 1
10, 7990 ,400070, 5451.11, 9188.50, 171182.41, 7990, 1, 1
11, 7990 ,400070, 4107.67, 9444.29, 137875.00, 7990, 1, 1
19, 7990 ,400070, 314.79, 839.81, 7500.00, 7990, 1, 1
20, 7990 ,400070, 10231.73, 44760.24, 575000.00, 7990, 1, 1
9, 7640 ,400080, 11129.21, 14354.62, 180684.00, 7640, 1, 1
10, 7640 ,400080, 10464.58, 12654.39, 171182.41, 7640, 1, 1
11, 7640 ,400080, 7669.17, 14634.59, 137875.00, 7640, 1, 1
2, 3655 ,400222, 622.60, 2786.13, 66020.00, 3655, 1, 1
3, 3655 ,400222, 8343.61, 10383.85, 415543.94, 3655, 1, 1
4, 3655 ,400222, 1977.09, 4551.60, 138156.72, 3655, 1, 1
5, 3655 ,400222, 4098.08, 9762.08, 219837.00, 3655, 1, 1
12, 3655 ,400222, 3123.71, 7301.69, 349701.97, 3655, 1, 1
13, 3655 ,400222, 1920.78, 3932.58, 159591.42, 3655, 1, 1
14, 3655 ,400222, 441.15, 2949.09, 236585.00, 3655, 1, 1
15, 3655 ,400222, 500.10, 4038.86, 476871.03, 3655, 1, 1
16, 3655 ,400222, 979.02, 4121.63, 352756.00, 3655, 1, 1
17, 3655 ,400222, 899.33, 3633.16, 174428.61, 3655, 1, 1
18, 3655 ,400222, 24082.41, 35933.03, 929730.00, 3655, 1, 1
19, 3655 ,400222, 39.88, 286.52, 7500.00, 3655, 1, 1
20, 3655 ,400222, 4781.54, 29308.55, 575000.00, 3655, 1, 1
3, 2436 ,400263, 13939.89, 11397.42, 415543.94, 2436, 1, 1
4, 2436 ,400263, 3138.26, 5977.07, 138156.72, 2436, 1, 1
5, 2436 ,400263, 6648.00, 10644.55, 219837.00, 2436, 1, 1
6, 2436 ,400263, 170.32, 759.36, 26947.97, 2436, 1, 1
7, 2436 ,400263, 276.50, 939.46, 87186.00, 2436, 1, 1
8, 2436 ,400263, 370.20, 1306.05, 36000.00, 2436, 1, 1
18, 2436 ,400263, 11243.98, 20237.57, 929730.00, 2436, 1, 1
19, 2436 ,400263, 217.38, 657.62, 7500.00, 2436, 1, 1
20, 2436 ,400263, 6114.38, 26772.87, 575000.00, 2436, 1, 1
1, 8395 ,500042, 5169.44, 8392.68, 62000.00, 8395, 1, 1
3, 8395 ,500042, 10474.71, 11458.07, 415543.94, 8395, 1, 1
4, 8395 ,500042, 2627.10, 5421.02, 138156.72, 8395, 1, 1
5, 8395 ,500042, 4748.32, 11732.08, 219837.00, 8395, 1, 1
6, 8395 ,500042, 1673.96, 2967.98, 26947.97, 8395, 1, 1
7, 8395 ,500042, 3166.66, 5314.44, 87186.00, 8395, 1, 1
8, 8395 ,500042, 2543.45, 4245.96, 36000.00, 8395, 1, 1
9, 8395 ,500042, 868.25, 3805.47, 180684.00, 8395, 1, 1
10, 8395 ,500042, 174.97, 1015.42, 171182.41, 8395, 1, 1
11, 8395 ,500042, 888.73, 4232.73, 137875.00, 8395, 1, 1
19, 8395 ,500042, 110.22, 491.06, 7500.00, 8395, 1, 1
20, 8395 ,500042, 3230.21, 16653.33, 575000.00, 8395, 1, 1
2, 7863 ,500057, 3243.79, 7730.04, 66020.00, 7863, 1, 1
12, 7863 ,500057, 11084.75, 16458.16, 349701.97, 7863, 1, 1
13, 7863 ,500057, 5419.44, 6835.76, 159591.42, 7863, 1, 1
14, 7863 ,500057, 3431.31, 9117.10, 236585.00, 7863, 1, 1
15, 7863 ,500057, 5382.58, 15651.42, 476871.03, 7863, 1, 1
16, 7863 ,500057, 8225.77, 16571.63, 352756.00, 7863, 1, 1
17, 7863 ,500057, 3111.77, 6802.57, 174428.61, 7863, 1, 1
18, 7863 ,500057, 1971.37, 7397.70, 929730.00, 7863, 1, 1
2, 6545 ,500097, 3759.50, 7490.75, 66020.00, 6545, 1, 1
9, 6545 ,500097, 10596.62, 14439.81, 180684.00, 6545, 1, 1
10, 6545 ,500097, 10279.72, 12066.88, 171182.41, 6545, 1, 1
11, 6545 ,500097, 6909.96, 13425.45, 137875.00, 6545, 1, 1
12, 6545 ,500097, 13081.55, 15155.54, 349701.97, 6545, 1, 1
13, 6545 ,500097, 8208.05, 8401.96, 159591.42, 6545, 1, 1
14, 6545 ,500097, 2997.28, 9848.07, 236585.00, 6545, 1, 1
15, 6545 ,500097, 4876.41, 12533.38, 476871.03, 6545, 1, 1
16, 6545 ,500097, 5535.21, 15323.78, 352756.00, 6545, 1, 1
17, 6545 ,500097, 4495.67, 8504.20, 174428.61, 6545, 1, 1
2, 5511 ,500121, 90.31, 798.34, 66020.00, 5511, 1, 1
12, 5511 ,500121, 1890.30, 5125.89, 349701.97, 5511, 1, 1
13, 5511 ,500121, 477.59, 1832.46, 159591.42, 5511, 1, 1
14, 5511 ,500121, 571.78, 3945.69, 236585.00, 5511, 1, 1
15, 5511 ,500121, 530.09, 3810.22, 476871.03, 5511, 1, 1
16, 5511 ,500121, 426.30, 2621.27, 352756.00, 5511, 1, 1
17, 5511 ,500121, 370.44, 2052.54, 174428.61, 5511, 1, 1
19, 4441 ,500168, 107.59, 449.38, 7500.00, 4441, 1, 1
20, 4441 ,500168, 6919.49, 34726.81, 575000.00, 4441, 1, 1
18, 4362 ,500170, 5674.53, 14973.46, 929730.00, 4362, 1, 1
2, 4327 ,500171, 3236.07, 6851.70, 66020.00, 4327, 1, 1
12, 4327 ,500171, 12336.22, 15607.05, 349701.97, 4327, 1, 1
13, 4327 ,500171, 4888.94, 7662.35, 159591.42, 4327, 1, 1
14, 4327 ,500171, 2201.89, 7957.22, 236585.00, 4327, 1, 1
15, 4327 ,500171, 8529.44, 16608.06, 476871.03, 4327, 1, 1
16, 4327 ,500171, 10988.86, 18203.67, 352756.00, 4327, 1, 1
17, 4327 ,500171, 3723.84, 7959.12, 174428.61, 4327, 1, 1
18, 4327 ,500171, 27881.63, 35034.25, 929730.00, 4327, 1, 1
2, 2952 ,500219, 4977.69, 10356.98, 66020.00, 2952, 1, 1
12, 2952 ,500219, 15994.47, 17826.14, 349701.97, 2952, 1, 1
13, 2952 ,500219, 8559.28, 9248.82, 159591.42, 2952, 1, 1
14, 2952 ,500219, 7522.14, 18088.83, 236585.00, 2952, 1, 1
15, 2952 ,500219, 10254.30, 20359.18, 476871.03, 2952, 1, 1
16, 2952 ,500219, 9867.16, 15602.74, 352756.00, 2952, 1, 1
17, 2952 ,500219, 6188.20, 10036.98, 174428.61, 2952, 1, 1
18, 2952 ,500219, 29402.52, 38005.33, 929730.00, 2952, 1, 1
2, 2761 ,500228, 4964.32, 8195.18, 66020.00, 2761, 1, 1
12, 2761 ,500228, 15184.32, 17115.93, 349701.97, 2761, 1, 1
13, 2761 ,500228, 6973.70, 8071.90, 159591.42, 2761, 1, 1
14, 2761 ,500228, 3584.01, 11573.28, 236585.00, 2761, 1, 1
15, 2761 ,500228, 7223.25, 16054.82, 476871.03, 2761, 1, 1
16, 2761 ,500228, 7812.95, 15424.08, 352756.00, 2761, 1, 1
17, 2761 ,500228, 5066.89, 8642.56, 174428.61, 2761, 1, 1
18, 2761 ,500228, 1002.19, 4574.62, 929730.00, 2761, 1, 1
1, 2673 ,500232, 4171.46, 7145.39, 62000.00, 2673, 1, 1
3, 2673 ,500232, 16687.13, 16550.56, 415543.94, 2673, 1, 1
4, 2673 ,500232, 4915.16, 7430.79, 138156.72, 2673, 1, 1
5, 2673 ,500232, 7786.50, 12940.86, 219837.00, 2673, 1, 1
6, 2673 ,500232, 1093.82, 2321.89, 26947.97, 2673, 1, 1
7, 2673 ,500232, 2871.96, 4327.80, 87186.00, 2673, 1, 1
8, 2673 ,500232, 1488.37, 3337.53, 36000.00, 2673, 1, 1
19, 2673 ,500232, 229.66, 747.41, 7500.00, 2673, 1, 1
20, 2673 ,500232, 10380.32, 44744.52, 575000.00, 2673, 1, 1
2, 810 ,500291, 4798.15, 9165.17, 66020.00, 810, 1, 1
12, 810 ,500291, 10434.20, 16984.10, 349701.97, 810, 1, 1
13, 810 ,500291, 5262.96, 7294.56, 159591.42, 810, 1, 1
14, 810 ,500291, 3522.06, 12399.01, 236585.00, 810, 1, 1
15, 810 ,500291, 11498.62, 21009.83, 476871.03, 810, 1, 1
16, 810 ,500291, 8371.68, 15741.19, 352756.00, 810, 1, 1
17, 810 ,500291, 4998.07, 9315.85, 174428.61, 810, 1, 1
18, 810 ,500291, 22401.17, 30470.50, 929730.00, 810, 1, 1
18, 696 ,500295, 1721.64, 6152.91, 929730.00, 696, 1, 1
2, 9128 ,600024, 4397.24, 9294.66, 66020.00, 9128, 1, 1
12, 9128 ,600024, 10841.39, 15301.58, 349701.97, 9128, 1, 1
13, 9128 ,600024, 5288.17, 8324.43, 159591.42, 9128, 1, 1
14, 9128 ,600024, 2728.46, 9444.51, 236585.00, 9128, 1, 1
15, 9128 ,600024, 6438.79, 16334.36, 476871.03, 9128, 1, 1
16, 9128 ,600024, 9554.47, 17489.69, 352756.00, 9128, 1, 1
17, 9128 ,600024, 2826.11, 6885.41, 174428.61, 9128, 1, 1
18, 9128 ,600024, 2840.79, 7997.52, 929730.00, 9128, 1, 1
1, 8354 ,600044, 233.32, 1490.41, 62000.00, 8354, 1, 1
9, 7755 ,600063, 3276.02, 7959.92, 180684.00, 7755, 1, 1
10, 7755 ,600063, 3150.37, 7297.62, 171182.41, 7755, 1, 1
11, 7755 ,600063, 2124.06, 7498.86, 137875.00, 7755, 1, 1
2, 5909 ,600119, 2422.31, 6444.24, 66020.00, 5909, 1, 1
12, 5909 ,600119, 3990.54, 9613.39, 349701.97, 5909, 1, 1
13, 5909 ,600119, 2145.58, 4399.84, 159591.42, 5909, 1, 1
14, 5909 ,600119, 1144.20, 6601.47, 236585.00, 5909, 1, 1
15, 5909 ,600119, 3115.35, 10929.27, 476871.03, 5909, 1, 1
16, 5909 ,600119, 2652.22, 8590.20, 352756.00, 5909, 1, 1
17, 5909 ,600119, 1843.99, 4926.19, 174428.61, 5909, 1, 1
2, 5196 ,600138, 194.46, 1369.92, 66020.00, 5196, 1, 1
12, 5196 ,600138, 650.49, 2650.30, 349701.97, 5196, 1, 1
13, 5196 ,600138, 207.63, 1059.70, 159591.42, 5196, 1, 1
16, 5196 ,600138, 214.00, 1458.48, 352756.00, 5196, 1, 1
17, 5196 ,600138, 414.13, 2214.42, 174428.61, 5196, 1, 1
3, 4847 ,600148, 612.99, 1801.04, 415543.94, 4847, 1, 1
4, 4847 ,600148, 203.65, 1065.22, 138156.72, 4847, 1, 1
5, 4847 ,600148, 107.46, 858.34, 219837.00, 4847, 1, 1
19, 4847 ,600148, 5.76, 57.57, 7500.00, 4847, 1, 1
20, 4847 ,600148, 336.61, 3366.10, 575000.00, 4847, 1, 1
3, 4300 ,600168, 3962.16, 6411.23, 415543.94, 4300, 1, 1
4, 4300 ,600168, 1974.93, 5092.35, 138156.72, 4300, 1, 1
5, 4300 ,600168, 2180.80, 7333.82, 219837.00, 4300, 1, 1
6, 4300 ,600168, 83.26, 542.44, 26947.97, 4300, 1, 1
7, 4300 ,600168, 129.16, 707.13, 87186.00, 4300, 1, 1
8, 4300 ,600168, 237.39, 956.70, 36000.00, 4300, 1, 1
19, 4300 ,600168, 43.56, 255.10, 7500.00, 4300, 1, 1
20, 4300 ,600168, 5048.29, 26738.84, 575000.00, 4300, 1, 1
18, 3694 ,600198, 1719.97, 7225.03, 929730.00, 3694, 1, 1
3, 3479 ,600210, 15828.07, 16258.75, 415543.94, 3479, 1, 1
4, 3479 ,600210, 3687.13, 7360.80, 138156.72, 3479, 1, 1
5, 3479 ,600210, 7006.43, 10813.63, 219837.00, 3479, 1, 1
6, 3479 ,600210, 66.39, 467.52, 26947.97, 3479, 1, 1
8, 3479 ,600210, 111.47, 739.55, 36000.00, 3479, 1, 1
19, 3479 ,600210, 176.93, 608.81, 7500.00, 3479, 1, 1
20, 3479 ,600210, 5619.96, 26165.16, 575000.00, 3479, 1, 1
1, 2984 ,600225, 3723.54, 6449.47, 62000.00, 2984, 1, 1
2, 2984 ,600225, 3801.66, 9035.42, 66020.00, 2984, 1, 1
3, 2984 ,600225, 17279.82, 14665.74, 415543.94, 2984, 1, 1
4, 2984 ,600225, 6996.99, 9935.86, 138156.72, 2984, 1, 1
5, 2984 ,600225, 7254.22, 12697.78, 219837.00, 2984, 1, 1
6, 2984 ,600225, 1389.93, 2630.53, 26947.97, 2984, 1, 1
7, 2984 ,600225, 3213.44, 5163.73, 87186.00, 2984, 1, 1
8, 2984 ,600225, 2098.14, 3823.62, 36000.00, 2984, 1, 1
12, 2984 ,600225, 11707.12, 15737.52, 349701.97, 2984, 1, 1
13, 2984 ,600225, 4077.26, 6691.61, 159591.42, 2984, 1, 1
14, 2984 ,600225, 2660.45, 8893.94, 236585.00, 2984, 1, 1
15, 2984 ,600225, 4238.75, 11900.70, 476871.03, 2984, 1, 1
16, 2984 ,600225, 8164.33, 17093.51, 352756.00, 2984, 1, 1
17, 2984 ,600225, 2642.53, 6047.69, 174428.61, 2984, 1, 1
18, 2984 ,600225, 17531.48, 23819.15, 929730.00, 2984, 1, 1
19, 2984 ,600225, 227.23, 786.37, 7500.00, 2984, 1, 1
20, 2984 ,600225, 12059.04, 50938.43, 575000.00, 2984, 1, 1
18, 2425 ,600241, 19549.77, 30293.87, 929730.00, 2425, 1, 1
9, 2266 ,600246, 8759.81, 12972.21, 180684.00, 2266, 1, 1
10, 2266 ,600246, 8269.18, 11097.75, 171182.41, 2266, 1, 1
11, 2266 ,600246, 11004.68, 16217.43, 137875.00, 2266, 1, 1
1, 1530 ,600279, 5328.33, 7505.08, 62000.00, 1530, 1, 1
3, 1530 ,600279, 20190.59, 16023.89, 415543.94, 1530, 1, 1
4, 1530 ,600279, 5088.99, 7815.01, 138156.72, 1530, 1, 1
5, 1530 ,600279, 12125.26, 16204.92, 219837.00, 1530, 1, 1
6, 1530 ,600279, 1954.65, 3252.09, 26947.97, 1530, 1, 1
7, 1530 ,600279, 3782.20, 5373.51, 87186.00, 1530, 1, 1
8, 1530 ,600279, 2040.62, 4007.57, 36000.00, 1530, 1, 1
12, 1530 ,600279, 74.48, 626.79, 349701.97, 1530, 1, 1
13, 1530 ,600279, 63.38, 447.49, 159591.42, 1530, 1, 1
18, 1530 ,600279, 10495.12, 20160.73, 929730.00, 1530, 1, 1
19, 1530 ,600279, 184.04, 636.25, 7500.00, 1530, 1, 1
20, 1530 ,600279, 10404.38, 44212.87, 575000.00, 1530, 1, 1
18, 8351 ,700055, 293.05, 2089.94, 929730.00, 8351, 1, 1
1, 4940 ,700158, 3135.42, 5957.77, 62000.00, 4940, 1, 1
3, 4940 ,700158, 15416.83, 13565.81, 415543.94, 4940, 1, 1
4, 4940 ,700158, 2951.68, 6379.64, 138156.72, 4940, 1, 1
5, 4940 ,700158, 5963.87, 11321.06, 219837.00, 4940, 1, 1
6, 4940 ,700158, 1502.57, 2836.48, 26947.97, 4940, 1, 1
7, 4940 ,700158, 2602.94, 4636.66, 87186.00, 4940, 1, 1
8, 4940 ,700158, 2184.84, 4017.84, 36000.00, 4940, 1, 1
19, 4940 ,700158, 231.85, 718.98, 7500.00, 4940, 1, 1
20, 4940 ,700158, 14283.42, 47328.57, 575000.00, 4940, 1, 1
2, 4828 ,700163, 1744.70, 5679.32, 66020.00, 4828, 1, 1
3, 4828 ,700163, 3623.33, 7013.06, 415543.94, 4828, 1, 1
4, 4828 ,700163, 1664.21, 4451.09, 138156.72, 4828, 1, 1
5, 4828 ,700163, 1095.34, 4228.86, 219837.00, 4828, 1, 1
12, 4828 ,700163, 4984.35, 10974.66, 349701.97, 4828, 1, 1
13, 4828 ,700163, 1830.65, 4280.25, 159591.42, 4828, 1, 1
14, 4828 ,700163, 2043.09, 8652.51, 236585.00, 4828, 1, 1
15, 4828 ,700163, 2240.13, 7620.08, 476871.03, 4828, 1, 1
16, 4828 ,700163, 3219.49, 8686.48, 352756.00, 4828, 1, 1
17, 4828 ,700163, 2766.28, 6148.73, 174428.61, 4828, 1, 1
18, 4828 ,700163, 24397.33, 35470.73, 929730.00, 4828, 1, 1
1, 2227 ,700258, 4219.34, 7284.20, 62000.00, 2227, 1, 1
2, 2227 ,700258, 472.82, 2373.33, 66020.00, 2227, 1, 1
3, 2227 ,700258, 19387.94, 16305.24, 415543.94, 2227, 1, 1
4, 2227 ,700258, 4967.51, 8849.26, 138156.72, 2227, 1, 1
5, 2227 ,700258, 7761.08, 13148.57, 219837.00, 2227, 1, 1
6, 2227 ,700258, 1442.81, 3277.47, 26947.97, 2227, 1, 1
7, 2227 ,700258, 2716.41, 4536.28, 87186.00, 2227, 1, 1
8, 2227 ,700258, 2363.68, 4288.52, 36000.00, 2227, 1, 1
9, 2227 ,700258, 187.57, 1009.50, 180684.00, 2227, 1, 1
10, 2227 ,700258, 59.24, 592.44, 171182.41, 2227, 1, 1
11, 2227 ,700258, 139.33, 1021.98, 137875.00, 2227, 1, 1
12, 2227 ,700258, 1525.42, 4631.99, 349701.97, 2227, 1, 1
13, 2227 ,700258, 610.67, 2308.85, 159591.42, 2227, 1, 1
14, 2227 ,700258, 110.75, 1056.74, 236585.00, 2227, 1, 1
15, 2227 ,700258, 708.56, 3496.11, 476871.03, 2227, 1, 1
16, 2227 ,700258, 1322.04, 5357.28, 352756.00, 2227, 1, 1
17, 2227 ,700258, 1015.10, 3799.40, 174428.61, 2227, 1, 1
18, 2227 ,700258, 10190.76, 20205.84, 929730.00, 2227, 1, 1
19, 2227 ,700258, 408.28, 957.47, 7500.00, 2227, 1, 1
20, 2227 ,700258, 7206.28, 32460.93, 575000.00, 2227, 1, 1
1, 1991 ,700268, 4232.86, 7751.66, 62000.00, 1991, 1, 1
6, 1991 ,700268, 669.18, 1801.98, 26947.97, 1991, 1, 1
7, 1991 ,700268, 1342.13, 2632.87, 87186.00, 1991, 1, 1
8, 1991 ,700268, 935.82, 2903.11, 36000.00, 1991, 1, 1
2, 1560 ,700288, 3470.92, 8217.13, 66020.00, 1560, 1, 1
12, 1560 ,700288, 9648.76, 14331.25, 349701.97, 1560, 1, 1
13, 1560 ,700288, 4036.71, 6476.92, 159591.42, 1560, 1, 1
14, 1560 ,700288, 1764.63, 7620.23, 236585.00, 1560, 1, 1
15, 1560 ,700288, 7758.15, 18120.46, 476871.03, 1560, 1, 1
16, 1560 ,700288, 10143.84, 16115.03, 352756.00, 1560, 1, 1
17, 1560 ,700288, 4039.17, 7453.46, 174428.61, 1560, 1, 1
18, 1560 ,700288, 20315.79, 31948.90, 929730.00, 1560, 1, 1
2, 1107 ,700301, 3654.28, 8101.75, 66020.00, 1107, 1, 1
3, 1107 ,700301, 18185.69, 16475.53, 415543.94, 1107, 1, 1
4, 1107 ,700301, 6351.71, 8716.43, 138156.72, 1107, 1, 1
5, 1107 ,700301, 9417.95, 12979.12, 219837.00, 1107, 1, 1
12, 1107 ,700301, 12812.63, 17322.94, 349701.97, 1107, 1, 1
13, 1107 ,700301, 6105.62, 7906.57, 159591.42, 1107, 1, 1
14, 1107 ,700301, 3057.41, 10482.82, 236585.00, 1107, 1, 1
15, 1107 ,700301, 6426.35, 15189.07, 476871.03, 1107, 1, 1
16, 1107 ,700301, 6618.82, 14330.72, 352756.00, 1107, 1, 1
17, 1107 ,700301, 4153.59, 8442.35, 174428.61, 1107, 1, 1
